Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Leweling,de GER,"MF,FW",Stuttgart,22-327,2001,6.6,307,5,34,110,172,41,307,25,11,44.0,10,40.0,200,1441,668,26,14,11,15,21,232,74
Philipp Lienhart,at AUT,DF,Freiburg,27-192,1996,13.7,1091,107,550,510,39,9,1091,3,0,0.0,3,100.0,714,4697,2590,14,12,0,7,0,722,3
Matthijs de Ligt,nl NED,DF,Bayern Munich,24-160,1999,4.1,331,37,133,173,26,11,331,0,0,,0,,231,1191,625,4,5,1,4,0,246,1
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23-324,2000,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9
Dejan Ljubicic,at AUT,"MF,FW",Köln,26-103,1997,12.3,627,10,123,336,174,17,627,23,11,47.8,11,47.8,396,2276,1136,26,31,4,21,11,443,39
Noah Loosli,ch SUI,"DF,MF",Bochum,26-361,1997,1.8,91,11,49,41,2,1,91,1,1,100.0,0,0.0,47,237,104,1,0,0,1,0,43,1
Anthony Losilla,fr FRA,MF,Bochum,37-315,1986,14.5,648,39,145,402,103,25,648,11,5,45.5,6,54.5,241,853,323,7,5,1,14,5,310,20
Castello Lukeba,fr FRA,DF,RB Leipzig,21-033,2002,11.0,946,81,389,529,35,10,946,12,5,41.7,4,33.3,626,2996,1697,11,11,0,8,5,698,4
Senne Lynen,be BEL,MF,Werder Bremen,24-334,1999,5.0,271,14,76,168,30,4,271,4,1,25.0,2,50.0,128,496,185,4,2,1,3,2,144,9
Ian Maatsen,nl NED,DF,Dortmund,21-315,2002,1.0,71,2,20,39,13,1,71,2,0,0.0,2,100.0,38,286,90,3,2,1,1,0,41,2
Matej Maglica,hr CRO,DF,Darmstadt 98,25-116,1998,9.2,625,63,315,268,46,7,625,3,1,33.3,2,66.7,340,1641,856,7,8,0,4,4,381,4
Arne Maier,de GER,"MF,DF",Augsburg,25-011,1999,1.0,69,2,13,27,31,2,69,5,4,80.0,1,20.0,37,143,68,1,1,0,4,0,35,7
Linton Maina,de GER,"FW,MF",Köln,24-210,1999,11.8,464,3,57,192,231,47,464,35,14,40.0,18,51.4,337,2777,1532,68,34,28,23,17,340,96
Patrick Mainka,de GER,DF,Heidenheim,29-074,1994,17.0,1017,126,570,405,48,23,1017,9,4,44.4,4,44.4,552,3436,2001,15,9,0,6,4,595,2
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,26-002,1998,13.5,674,11,89,317,279,37,673,25,15,60.0,7,28.0,412,2546,1017,30,21,5,39,18,490,83
Jordy Makengo,fr FRA,DF,Freiburg,22-169,2001,4.4,307,18,86,140,84,1,307,9,4,44.4,4,44.4,155,937,519,14,12,0,6,2,180,18
Donyell Malen,nl NED,"FW,MF",Dortmund,25-010,1999,11.6,477,6,52,159,275,64,477,60,27,45.0,26,43.3,310,2341,1271,48,27,25,37,18,363,86
Lennard Maloney,us USA,MF,Heidenheim,24-103,1999,15.8,787,70,270,450,72,13,787,2,2,100.0,0,0.0,352,1544,513,1,6,0,13,9,397,10
David Mamutovic,de GER,DF,Mainz 05,23-045,2000,0.1,5,0,0,5,0,0,5,0,0,,0,,2,3,1,0,0,0,0,0,2,0
Braydon Manu,gh GHA,MF,Darmstadt 98,26-297,1997,0.9,27,0,4,11,12,4,27,6,3,50.0,3,50.0,20,90,53,2,0,1,1,0,22,8
Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,24-346,1999,12.0,457,5,38,209,220,69,456,60,18,30.0,37,61.7,311,2188,994,37,21,17,46,24,327,73
Eric Martel,de GER,MF,Köln,21-265,2002,13.4,772,54,255,405,119,15,772,10,5,50.0,3,30.0,364,1686,602,6,7,0,18,10,419,20
Erhan Mašović,rs SRB,DF,Bochum,25-058,1998,13.4,563,46,236,281,50,18,563,2,0,0.0,1,50.0,225,975,441,1,3,0,9,4,253,7
Roberto Massimo,de GER,"DF,FW",Stuttgart,23-099,2000,0.7,38,1,10,23,5,0,38,1,0,0.0,0,0.0,21,120,76,2,1,0,0,0,23,3
Philipp Max,de GER,"DF,MF",Eint Frankfurt,30-111,1993,9.3,603,11,155,319,132,12,603,7,3,42.9,4,57.1,333,1816,905,17,10,2,4,3,385,35
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34-302,1989,3.7,196,4,23,78,96,32,196,18,11,61.1,5,27.8,107,503,176,7,2,5,8,9,140,33
Noussair Mazraoui,ma MAR,DF,Bayern Munich,26-066,1997,9.1,798,28,180,403,217,24,798,15,6,40.0,8,53.3,463,2037,1121,24,16,5,8,5,561,52
Kevin Mbabu,ch SUI,DF,Augsburg,28-275,1995,8.9,477,32,134,214,143,11,477,32,14,43.8,17,53.1,224,1646,768,25,20,3,19,11,222,34
Noah Mbamba,be BEL,MF,Leverkusen,19-014,2005,0.2,25,0,0,11,14,0,25,1,0,0.0,1,100.0,17,69,23,1,2,1,1,2,23,1
Nathanael Mbuku,fr FRA,FW,Augsburg,21-309,2002,0.1,10,0,0,4,6,1,10,1,0,0.0,1,100.0,9,67,51,1,0,1,0,0,9,4
Marvin Mehlem,de GER,MF,Darmstadt 98,26-130,1997,10.8,533,18,104,274,158,30,533,16,6,37.5,10,62.5,273,1413,661,22,10,12,27,10,323,50
Thomas Meunier,be BEL,DF,Dortmund,32-129,1991,3.9,307,16,107,139,65,7,307,4,1,25.0,2,50.0,152,971,529,10,9,1,4,1,191,13
Alexander Meyer,de GER,GK,Dortmund,32-281,1991,0.7,31,24,31,0,0,0,31,0,0,,0,,18,97,49,0,0,0,0,0,13,0
Sven Michel,de GER,"FW,MF",Augsburg,33-188,1990,4.9,172,3,17,74,81,20,171,20,10,50.0,9,45.0,96,418,142,4,3,2,16,7,115,25
Enzo Millot,fr FRA,"MF,FW",Stuttgart,21-186,2002,12.4,846,5,87,458,315,30,846,51,24,47.1,23,45.1,515,2783,1173,28,27,8,38,12,661,94
Jovan Milošević,rs SRB,FW,Stuttgart,18-172,2005,0.3,14,0,0,8,6,1,14,2,2,100.0,0,0.0,11,42,15,0,1,0,3,0,11,1
Kim Min-jae,kr KOR,DF,Bayern Munich,27-065,1996,14.6,1631,195,735,859,43,13,1631,1,1,100.0,0,0.0,944,4293,2319,9,8,0,5,4,1218,2
Maximilian Mittelstädt,de GER,DF,Stuttgart,26-307,1997,8.3,763,24,188,410,177,14,763,26,14,53.8,9,34.6,432,2238,1157,27,26,2,13,12,510,44
Youssoufa Moukoko,de GER,FW,Dortmund,19-060,2004,1.8,57,1,7,22,29,8,57,5,2,40.0,2,40.0,36,204,120,8,1,5,4,2,34,5
Andreas Müller,de GER,MF,Darmstadt 98,23-183,2000,0.6,32,3,11,21,2,0,32,0,0,,0,,14,73,26,0,0,0,1,0,14,0
Jannik Müller,de GER,DF,Darmstadt 98,30-001,1994,6.7,370,33,185,168,19,4,370,1,1,100.0,0,0.0,178,806,417,2,0,0,7,2,215,5
Kevin Müller,de GER,GK,Heidenheim,32-310,1991,17.0,809,628,806,3,0,0,809,0,0,,0,,450,2294,1315,0,0,0,1,0,368,0
Marcus Müller,de GER,MF,Mainz 05,21-152,2002,0.2,8,0,0,1,7,3,8,0,0,,0,,0,0,0,0,0,0,0,0,5,0
Thomas Müller,de GER,"MF,FW",Bayern Munich,34-128,1989,6.4,322,4,19,107,198,47,322,6,3,50.0,3,50.0,186,807,489,16,13,5,6,9,244,58
Jamal Musiala,de GER,"MF,FW",Bayern Munich,20-327,2003,8.2,440,3,49,185,222,40,440,60,32,53.3,25,41.7,312,2020,1149,38,23,11,29,24,338,56
Phillipp Mwene,at AUT,"DF,FW",Mainz 05,29-355,1994,9.3,559,12,151,216,200,10,559,15,9,60.0,6,40.0,233,1413,672,20,16,2,14,5,276,42
Joakim Mæhle,dk DEN,DF,Wolfsburg,26-244,1997,15.0,1050,47,307,472,280,27,1050,35,13,37.1,17,48.6,535,3060,1670,43,30,4,17,7,600,78
Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,23-311,2000,7.6,297,12,51,111,138,23,297,29,11,37.9,17,58.6,179,1246,511,21,14,10,17,6,201,66
Stanley N'Soki,fr FRA,DF,Hoffenheim,24-285,1999,1.3,75,16,50,24,1,0,75,0,0,,0,,34,130,85,1,0,0,0,0,40,0
Luca Netz,de GER,DF,M'Gladbach,20-249,2003,13.5,781,51,260,319,209,25,781,26,12,46.2,11,42.3,384,1582,783,25,14,7,17,8,431,54
Manuel Neuer,de GER,GK,Bayern Munich,37-298,1986,8.0,347,256,339,8,0,0,347,1,1,100.0,0,0.0,234,1113,691,0,0,0,0,0,246,0
Florian Neuhaus,de GER,MF,M'Gladbach,26-309,1997,6.7,347,8,46,216,92,16,347,15,7,46.7,6,40.0,215,1142,628,15,10,2,8,7,255,19
Jessic Ngankam,de GER,FW,Eint Frankfurt,23-183,2000,3.1,80,1,4,39,37,11,79,7,3,42.9,4,57.1,57,209,54,2,1,1,8,8,62,16
Moritz Nicolas,de GER,GK,M'Gladbach,26-090,1997,15.0,622,512,620,2,0,0,622,0,0,,0,,402,1995,1160,0,0,0,0,0,319,0
Justin Njinmah,de GER,"FW,MF",Werder Bremen,23-065,2000,4.8,174,1,20,65,93,31,174,30,11,36.7,16,53.3,107,686,279,11,10,10,16,3,122,48
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,23-079,2000,5.6,418,21,146,191,95,13,418,37,19,51.4,17,45.9,221,1390,731,18,14,6,10,3,218,27
Felix Nmecha,de GER,MF,Dortmund,23-101,2000,6.7,344,13,58,194,95,19,344,10,5,50.0,3,30.0,187,1161,527,11,11,3,8,6,233,18
Alexander Nübel,de GER,GK,Stuttgart,27-111,1996,17.0,707,588,699,8,0,0,707,0,0,,0,,431,2208,1248,0,0,0,0,0,389,0
Fabian Nürnberger,de GER,"DF,MF",Darmstadt 98,24-175,1999,10.6,662,21,157,294,216,13,662,19,11,57.9,8,42.1,352,1776,888,16,13,3,10,9,418,56
Tim Oermann,de GER,"DF,MF",Bochum,20-105,2003,1.2,60,6,23,32,7,0,60,1,1,100.0,0,0.0,27,214,148,3,1,0,1,1,26,0
Masaya Okugawa,jp JPN,"FW,DF",Augsburg,27-280,1996,0.4,14,1,2,6,6,2,14,1,0,0.0,0,0.0,6,11,4,0,1,0,0,0,8,2
Finn Ole Becker,de GER,MF,Hoffenheim,23-225,2000,3.9,243,16,46,116,85,4,243,9,2,22.2,7,77.8,136,774,424,10,10,0,8,8,156,19
Mathias Olesen,lu LUX,"MF,FW",Köln,22-304,2001,1.2,61,3,16,28,18,2,61,1,1,100.0,0,0.0,37,178,89,2,1,0,1,2,35,2
Dani Olmo,es ESP,"MF,FW",RB Leipzig,25-257,1998,3.4,179,2,14,94,71,15,179,13,5,38.5,6,46.2,111,565,298,7,6,2,8,4,133,23
Jonas Omlin,ch SUI,GK,M'Gladbach,30-009,1994,2.0,86,73,86,0,0,0,86,0,0,,0,,53,299,181,0,0,0,0,0,35,0
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31-308,1992,9.9,325,3,17,126,184,51,325,27,12,44.4,9,33.3,197,1032,381,17,12,6,32,17,247,73
Loïs Openda,be BEL,FW,RB Leipzig,23-337,2000,14.9,420,9,19,121,281,117,418,37,9,24.3,23,62.2,271,1451,714,42,13,20,31,16,326,123
Leon Opitz,de GER,"FW,DF",Werder Bremen,18-283,2005,0.2,14,0,4,6,4,1,14,2,1,50.0,1,50.0,9,49,27,1,1,1,2,0,8,2
Willi Orban,hu HUN,DF,RB Leipzig,31-077,1992,3.0,315,31,113,197,6,4,315,2,1,50.0,0,0.0,238,1251,643,3,2,0,1,0,239,2
Ivan Ordets,ua UKR,DF,Bochum,31-195,1992,8.4,408,65,185,190,34,20,408,0,0,,0,,156,882,403,3,1,0,2,0,191,4
Patrick Osterhage,de GER,"MF,DF",Bochum,23-352,2000,9.6,507,25,111,285,115,19,507,15,6,40.0,8,53.3,264,1455,606,12,8,1,20,3,285,38
Salih Özcan,tr TUR,MF,Dortmund,26-008,1998,7.1,500,16,120,320,61,2,500,6,3,50.0,2,33.3,268,1213,566,9,8,0,8,6,332,11
Willian Pacho,ec ECU,DF,Eint Frankfurt,22-095,2001,17.0,1388,173,731,637,29,9,1388,5,4,80.0,1,20.0,868,3725,1769,12,7,0,11,3,903,3
Gonçalo Paciência,pt POR,FW,Bochum,29-171,1994,5.3,218,5,15,104,101,27,218,19,9,47.4,9,47.4,133,500,226,8,5,3,28,21,171,34
Exequiel Palacios,ar ARG,MF,Leverkusen,25-106,1998,14.4,1594,23,242,1066,296,13,1593,16,14,87.5,2,12.5,888,3188,1539,21,19,2,18,7,1285,34
Miloš Pantović,rs SRB,MF,Union Berlin,27-196,1996,0.2,10,0,4,4,2,1,10,1,1,100.0,0,0.0,7,28,18,1,0,1,1,0,7,1
Antonios Papadopoulos,de GER,DF,Dortmund,24-131,1999,0.3,19,5,17,2,0,0,19,0,0,,0,,6,42,30,0,0,0,0,0,6,0
Matondo-Merveille Papela,de GER,"MF,DF",Mainz 05,23-001,2001,2.2,85,0,12,52,23,6,85,3,3,100.0,0,0.0,38,228,105,6,3,3,4,9,47,8
Leart Paqarada,xk KVX,DF,Köln,29-103,1994,9.6,687,27,192,309,190,6,687,8,6,75.0,2,25.0,369,1780,1034,20,11,1,6,5,398,22
Kevin Paredes,us USA,"MF,FW",Wolfsburg,20-257,2003,3.9,222,4,36,92,96,12,222,15,6,40.0,5,33.3,125,718,327,9,8,3,12,9,139,32
Felix Passlack,de GER,DF,Bochum,25-235,1998,4.8,250,13,47,133,72,6,250,4,2,50.0,2,50.0,100,406,191,2,4,0,7,2,125,25
Jiří Pavlenka,cz CZE,GK,Werder Bremen,31-280,1992,7.0,266,233,266,0,0,0,266,0,0,,0,,127,886,544,0,0,0,1,0,94,0
Aleksandar Pavlovic,de GER,MF,Bayern Munich,19-261,2004,3.5,275,5,49,172,55,3,275,3,2,66.7,1,33.3,168,1004,503,7,6,2,3,3,187,3
Mads Pedersen,dk DEN,DF,Augsburg,27-140,1996,12.4,641,39,191,292,172,7,641,20,13,65.0,5,25.0,295,1977,1033,31,23,1,15,7,308,38
Jordan Pefok,us USA,FW,M'Gladbach,27-268,1996,5.8,193,10,20,119,55,20,193,7,3,42.9,3,42.9,112,471,159,3,2,2,18,11,136,30
Jordan Pefok,us USA,FW,Union Berlin,27-268,1996,0.3,12,0,2,4,6,3,12,0,0,,0,,5,13,0,0,0,0,4,1,8,1
Pavao Pervan,at AUT,GK,Wolfsburg,36-067,1987,3.0,121,109,121,0,0,0,121,0,0,,0,,66,364,195,0,0,0,0,0,64,0
Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,24-099,1999,1.6,98,1,14,44,41,5,98,6,2,33.3,4,66.7,61,392,225,7,3,3,3,0,66,14
Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,27-152,1996,12.1,374,15,42,181,155,36,374,14,5,35.7,7,50.0,190,873,353,9,8,1,16,13,247,51
Patric Pfeiffer,de GER,DF,Augsburg,24-152,1999,4.1,246,27,108,118,21,11,246,1,0,0.0,1,100.0,114,452,209,1,0,0,4,1,138,3
Maximilian Philipp,de GER,"FW,MF",Freiburg,29-324,1994,2.6,110,0,11,59,40,9,110,0,0,,0,,71,255,77,2,3,2,5,6,80,24
Florian Pick,de GER,"MF,FW",Heidenheim,28-133,1995,2.4,156,3,21,61,78,8,156,19,8,42.1,9,47.4,93,604,234,7,3,2,6,5,93,18
Amos Pieper,de GER,DF,Werder Bremen,26-002,1998,6.0,368,44,177,170,25,8,368,0,0,,0,,179,922,458,3,3,0,3,0,205,3
Marvin Pieringer,de GER,"FW,MF",Heidenheim,24-107,1999,8.6,326,16,49,150,131,33,326,17,7,41.2,6,35.3,159,893,356,14,13,7,22,14,208,41
Alassane Pléa,fr FRA,"FW,MF",M'Gladbach,30-315,1993,13.7,590,4,52,281,269,57,589,37,15,40.5,20,54.1,381,1846,967,37,30,13,25,20,463,99
Yussuf Poulsen,dk DEN,FW,RB Leipzig,29-218,1994,9.7,308,11,32,157,125,40,308,15,7,46.7,5,33.3,184,621,247,8,8,3,18,14,235,62
Grischa Prömel,de GER,MF,Hoffenheim,29-010,1995,14.4,662,34,132,355,177,20,662,25,8,32.0,13,52.0,367,1815,776,20,23,0,18,18,451,38
Gustavo Puerta,co COL,"DF,MF",Leverkusen,20-180,2003,0.3,33,2,5,21,7,0,33,0,0,,0,,19,82,12,0,0,0,0,0,21,0
Luca Raimund,de GER,"FW,MF",Stuttgart,18-285,2005,0.3,32,0,5,9,19,3,32,0,0,,0,,18,67,27,0,0,0,2,2,20,2
Grant Ranos,am ARM,"FW,MF",M'Gladbach,20-183,2003,0.5,23,0,1,10,12,2,23,2,0,0.0,2,100.0,11,44,5,0,1,0,2,3,13,2
Nicolai Rapp,de GER,DF,Werder Bremen,27-037,1996,0.8,56,7,31,24,1,0,56,0,0,,0,,29,144,64,1,0,0,1,1,24,0
David Raum,de GER,DF,RB Leipzig,25-272,1998,16.7,1368,40,344,566,468,26,1368,22,12,54.5,9,40.9,674,2948,1600,48,25,9,15,9,823,152
Rocco Reitz,de GER,MF,M'Gladbach,21-235,2002,13.3,707,30,218,378,121,21,707,28,12,42.9,12,42.9,407,1845,938,24,17,5,18,15,441,31
Marco Reus,de GER,"MF,FW",Dortmund,34-233,1989,10.3,463,14,75,214,181,34,463,12,6,50.0,5,41.7,242,1269,549,11,16,2,23,12,304,42
Elvis Rexhbeçaj,de GER,MF,Augsburg,26-079,1997,16.2,679,35,171,377,144,14,678,16,4,25.0,11,68.8,324,1599,651,10,14,1,29,15,338,35
Gio Reyna,us USA,"MF,FW",Dortmund,21-067,2002,2.6,211,8,26,99,88,12,211,7,5,71.4,2,28.6,123,588,258,5,5,1,8,6,152,19
Marco Richter,de GER,"FW,MF",Mainz 05,26-056,1997,5.9,313,2,35,118,164,29,313,25,13,52.0,9,36.0,170,1068,513,15,8,7,26,7,218,39
Clemens Riedel,de GER,DF,Darmstadt 98,20-184,2003,5.1,427,37,150,219,61,6,427,7,4,57.1,3,42.9,268,1268,659,2,7,0,3,0,287,26
Manuel Riemann,de GER,GK,Bochum,35-132,1988,17.0,928,522,843,90,0,0,928,0,0,,0,,578,3216,2122,0,0,0,0,0,467,0
Sebastian Rode,de GER,MF,Eint Frankfurt,33-100,1990,0.3,31,0,2,18,12,1,31,0,0,,0,,18,92,58,2,2,0,2,0,20,2
Rogério,br BRA,"DF,MF",Wolfsburg,26-006,1998,6.1,386,15,89,209,94,8,386,16,4,25.0,11,68.8,241,1388,720,21,10,3,9,4,240,29
Merlin Röhl,de GER,"MF,FW",Freiburg,21-198,2002,9.5,384,20,79,167,151,31,384,18,6,33.3,8,44.4,227,1563,817,25,20,6,29,25,236,45
Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,26-182,1997,0.8,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4
Anthony Rouault,fr FRA,DF,Stuttgart,22-235,2001,5.6,475,38,166,256,53,3,475,3,0,0.0,3,100.0,282,1198,609,4,3,0,3,1,334,6
Jérôme Roussillon,fr FRA,DF,Union Berlin,31-013,1993,6.0,348,19,110,155,88,4,348,8,2,25.0,5,62.5,168,692,357,5,6,2,9,8,160,17
Fabian Rüdlin,de GER,MF,Freiburg,27-006,1997,0.1,6,0,0,2,4,0,6,0,0,,0,,3,6,0,0,0,0,0,0,3,0
Julian Ryerson,no NOR,DF,Dortmund,26-063,1997,9.9,628,28,185,274,178,12,628,12,5,41.7,6,50.0,356,2012,1063,19,18,3,13,7,374,62
Frederik Rønnow,dk DEN,GK,Union Berlin,31-168,1992,16.0,665,501,658,9,0,0,665,0,0,,0,,382,1901,1233,0,1,1,1,0,339,0
Marcel Sabitzer,at AUT,MF,Dortmund,29-308,1994,10.3,542,35,119,278,147,14,542,10,6,60.0,3,30.0,281,1379,789,19,9,2,13,6,342,27
Roland Sallai,hu HUN,"FW,MF",Freiburg,26-242,1997,9.4,409,22,72,147,193,38,409,23,8,34.8,11,47.8,245,1196,617,21,18,10,15,5,281,70
Diadie Samassékou,ml MLI,MF,Hoffenheim,28-008,1996,0.0,4,1,2,2,0,0,4,0,0,,0,,3,10,3,0,0,0,0,0,2,0
Jadon Sancho,eng ENG,FW,Dortmund,23-300,2000,0.4,27,0,4,7,16,3,27,2,2,100.0,0,0.0,19,132,92,2,1,1,0,0,20,7
Leroy Sané,de GER,FW,Bayern Munich,28-008,1996,15.4,900,3,65,277,577,96,900,116,63,54.3,45,38.8,621,5121,2818,85,55,32,37,30,703,182
Amin Sarr,se SWE,"FW,MF",Wolfsburg,22-314,2001,1.1,33,1,5,17,11,2,33,3,1,33.3,1,33.3,23,89,54,1,1,0,4,1,27,7
Bouna Sarr,sn SEN,DF,Bayern Munich,31-353,1992,1.2,116,2,19,80,17,2,116,4,1,25.0,2,50.0,58,256,136,3,2,1,2,0,80,4
Joe Scally,us USA,DF,M'Gladbach,21-019,2002,13.9,922,67,383,419,126,3,922,15,6,40.0,8,53.3,514,2175,966,15,16,1,9,10,585,32
András Schäfer,hu HUN,MF,Union Berlin,24-281,1999,2.1,122,1,30,65,29,6,122,8,2,25.0,5,62.5,75,516,239,9,5,3,6,4,83,15
Patrik Schick,cz CZE,FW,Leverkusen,27-360,1996,2.3,76,0,3,34,39,20,75,7,2,28.6,4,57.1,49,203,73,3,1,3,5,3,62,19
Stefan Schimmer,de GER,"MF,FW",Heidenheim,29-266,1994,0.8,41,2,8,11,22,5,41,0,0,,0,,16,44,20,1,0,0,3,1,22,4
Xaver Schlager,at AUT,MF,RB Leipzig,26-113,1997,14.7,1096,27,189,732,189,12,1096,24,15,62.5,6,25.0,714,4003,2474,41,31,1,17,17,776,26
Keven Schlotterbeck,de GER,DF,Bochum,26-266,1997,10.0,531,83,284,208,39,18,531,1,1,100.0,0,0.0,217,968,559,3,1,0,4,0,236,4
Nico Schlotterbeck,de GER,DF,Dortmund,24-049,1999,15.5,1365,142,573,724,76,22,1365,8,3,37.5,3,37.5,835,4806,3125,31,25,1,6,3,997,7
Romano Schmid,at AUT,MF,Werder Bremen,23-357,2000,13.8,810,14,118,446,263,27,810,58,22,37.9,28,48.3,518,2786,1421,41,40,11,38,31,570,78
Kenneth Schmidt,de GER,DF,Freiburg,21-230,2002,0.8,55,4,20,30,6,0,55,0,0,,0,,29,143,37,2,0,0,0,1,28,3
Benno Schmitz,de GER,DF,Köln,29-063,1994,6.0,403,19,111,180,116,1,403,4,2,50.0,1,25.0,176,775,399,13,11,0,3,0,203,25
Fabian Schnellhardt,de GER,MF,Darmstadt 98,30-007,1994,2.3,174,6,40,96,40,2,174,1,1,100.0,0,0.0,90,450,228,5,3,0,2,2,115,9
Jan Schöppner,de GER,MF,Heidenheim,24-221,1999,7.0,288,25,80,143,65,18,288,11,5,45.5,6,54.5,125,635,223,7,4,3,14,5,140,16
Marcel Schuhen,de GER,GK,Darmstadt 98,31-006,1993,16.0,863,639,839,24,0,0,863,0,0,,0,,513,2511,1560,0,0,0,0,0,452,0
Marvin Schwäbe,de GER,GK,Köln,28-269,1995,17.0,744,532,728,17,0,0,744,0,0,,0,,450,2067,1342,0,0,0,0,0,458,0
Nicolas Seiwald,at AUT,MF,RB Leipzig,22-260,2001,1.6,75,5,28,40,8,0,75,1,0,0.0,1,100.0,31,65,19,0,1,0,0,1,33,0
Davie Selke,de GER,FW,Köln,28-364,1995,12.0,289,19,27,137,125,58,289,9,6,66.7,3,33.3,150,520,214,9,2,5,18,11,221,41
Benjamin Šeško,si SVN,FW,RB Leipzig,20-233,2003,4.6,177,8,19,67,95,28,177,14,8,57.1,5,35.7,96,515,226,8,6,6,11,16,127,29
Kevin Sessa,de GER,"MF,FW",Heidenheim,23-197,2000,2.9,155,5,33,70,53,11,155,10,5,50.0,4,40.0,83,514,233,7,3,3,5,1,96,19
Aaron Seydel,de GER,FW,Darmstadt 98,27-346,1996,2.9,107,7,9,55,44,8,107,6,1,16.7,4,66.7,39,208,45,3,2,1,7,7,83,7
Tim Siersleben,de GER,DF,Heidenheim,23-316,2000,9.0,604,54,322,274,12,6,604,1,0,0.0,1,100.0,326,1899,1201,7,4,0,6,2,415,1
Kiliann Sildillia,fr FRA,DF,Freiburg,21-248,2002,12.5,862,49,266,426,176,17,862,27,12,44.4,14,51.9,441,2395,1051,14,12,1,18,6,479,42
Mohamed Simakan,fr FRA,DF,RB Leipzig,23-261,2000,15.7,1311,127,484,731,105,31,1311,11,6,54.5,4,36.4,840,3714,1927,18,13,3,19,6,928,24
Xavi Simons,nl NED,MF,RB Leipzig,20-273,2003,15.1,901,6,93,399,432,54,900,74,36,48.6,28,37.8,617,3969,2081,67,72,15,35,24,694,114
Tim Skarke,de GER,"FW,MF",Darmstadt 98,27-134,1996,13.0,560,14,88,234,246,35,560,33,12,36.4,20,60.6,334,2027,953,29,19,13,22,11,376,88
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28-254,1995,13.3,923,54,281,519,128,20,923,13,9,69.2,4,30.8,463,2064,917,6,10,1,17,16,600,17
Robert Skov,dk DEN,"DF,FW",Hoffenheim,27-244,1996,9.3,545,31,124,241,184,28,545,20,5,25.0,11,55.0,283,1379,654,15,9,8,16,4,318,62
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,23-155,2000,2.8,260,44,161,93,6,2,260,2,2,100.0,0,0.0,159,740,366,0,1,0,1,2,173,0
Danilo Soares,br BRA,DF,Bochum,32-082,1991,3.9,227,18,70,116,48,1,227,7,6,85.7,0,0.0,93,447,173,3,1,0,6,2,95,8
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25-363,1998,0.5,48,0,4,18,26,2,48,0,0,,0,,31,180,100,5,1,1,1,0,35,10
Anton Stach,de GER,MF,Hoffenheim,25-065,1998,12.5,807,43,214,450,151,11,807,33,15,45.5,15,45.5,403,2330,1126,26,17,2,17,8,443,24
Anton Stach,de GER,MF,Mainz 05,25-065,1998,1.9,92,5,13,50,31,5,92,5,3,60.0,2,40.0,42,214,100,3,3,1,0,1,53,10
Jens Stage,dk DEN,MF,Werder Bremen,27-072,1996,15.9,779,34,212,452,127,32,779,10,4,40.0,5,50.0,333,1400,636,10,6,1,9,7,433,30
Josip Stanišić,hr CRO,DF,Leverkusen,23-292,2000,3.8,341,21,114,185,47,4,341,3,1,33.3,1,33.3,194,1313,773,16,11,2,4,1,236,10
Niklas Stark,de GER,DF,Werder Bremen,28-280,1995,7.4,489,62,287,196,7,3,489,0,0,,0,,248,1324,751,3,1,0,4,1,289,0
Pascal Stenzel,de GER,DF,Stuttgart,27-305,1996,8.9,690,31,158,366,170,2,690,6,4,66.7,2,33.3,335,1692,888,27,19,1,12,4,423,35
Leonidas Stergiou,ch SUI,DF,Stuttgart,21-322,2002,0.5,38,1,14,19,5,0,38,0,0,,0,,13,56,13,1,0,0,1,0,15,1
Angelo Stiller,de GER,MF,Hoffenheim,22-290,2001,0.9,50,2,9,26,15,0,50,0,0,,0,,28,129,40,2,0,0,1,0,33,3
Angelo Stiller,de GER,MF,Stuttgart,22-290,2001,14.2,1223,36,209,763,261,14,1223,14,10,71.4,3,21.4,669,2740,1174,16,21,2,24,16,899,33
Kevin Stöger,at AUT,MF,Bochum,30-145,1993,14.1,1094,15,119,654,330,19,1091,21,9,42.9,9,42.9,579,3082,1612,40,29,0,17,20,683,50
