Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Patrick Herrmann,de GER,"DF,FW",M'Gladbach,32-341,1991,0.5,0,1,0,0.0,2.05,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Piero Hincapié,ec ECU,DF,Leverkusen,22-010,2002,4.3,0,5,0,0.0,1.17,0.00,0.00,,10.5,0,0,0,0.9,0.9,0.17,-0.9,-0.9
Adam Hložek,cz CZE,"FW,MF",Leverkusen,21-178,2002,1.7,1,6,4,66.7,3.48,2.32,0.17,0.25,10.3,0,0,0,1.5,1.5,0.26,-0.5,-0.5
Nicolas Höfler,de GER,MF,Freiburg,33-316,1990,11.9,1,9,1,11.1,0.76,0.08,0.11,1.00,16.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5
Jonas Hofmann,de GER,MF,Leverkusen,31-189,1992,15.1,5,31,14,45.2,2.05,0.93,0.16,0.36,18.4,0,0,0,2.9,2.9,0.09,+2.1,+2.1
Philipp Hofmann,de GER,FW,Bochum,30-295,1993,8.9,0,13,5,38.5,1.46,0.56,0.00,0.00,13.2,0,0,0,1.5,1.5,0.11,-1.5,-1.5
Lucas Höler,de GER,"FW,MF",Freiburg,29-193,1994,13.1,5,18,10,55.6,1.37,0.76,0.22,0.40,12.6,0,1,1,5.2,4.4,0.24,-0.2,-0.4
Fabian Holland,de GER,"MF,DF",Darmstadt 98,33-192,1990,12.0,0,5,1,20.0,0.42,0.08,0.00,0.00,31.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22-247,2001,3.9,2,9,3,33.3,2.33,0.78,0.22,0.67,17.6,0,0,0,0.5,0.5,0.06,+1.5,+1.5
Franck Honorat,fr FRA,"DF,FW",M'Gladbach,27-161,1996,14.7,1,12,3,25.0,0.82,0.20,0.08,0.33,19.4,1,0,0,0.5,0.5,0.04,+0.5,+0.5
Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,27-030,1996,6.6,1,14,5,35.7,2.12,0.76,0.07,0.20,16.6,0,0,0,1.0,1.0,0.07,0.0,0.0
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,24-128,1999,2.4,0,10,2,20.0,4.15,0.83,0.00,0.00,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-056,1989,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Timo Hübers,de GER,DF,Köln,27-183,1996,16.9,0,12,2,16.7,0.71,0.12,0.00,0.00,9.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3
Mats Hummels,de GER,DF,Dortmund,35-034,1988,11.0,2,10,3,30.0,0.91,0.27,0.20,0.67,9.5,0,0,0,2.5,2.5,0.30,-0.5,-0.5
Denis Huseinbasic,de GER,MF,Köln,22-200,2001,6.1,0,2,2,100.0,0.33,0.33,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Iago,br BRA,"DF,FW",Augsburg,26-302,1997,6.7,1,3,2,66.7,0.45,0.30,0.33,0.50,13.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8
Thomas Isherwood,se SWE,DF,Darmstadt 98,25-356,1998,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ko Itakura,jp JPN,DF,M'Gladbach,26-357,1997,6.8,2,8,4,50.0,1.18,0.59,0.25,0.50,12.0,0,0,0,0.7,0.7,0.09,+1.3,+1.3
Hiroki Ito,jp JPN,DF,Stuttgart,24-252,1999,10.9,0,13,3,23.1,1.19,0.27,0.00,0.00,24.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Lee Jae-sung,kr KOR,MF,Mainz 05,31-162,1992,12.4,2,13,7,53.8,1.04,0.56,0.15,0.29,14.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8
Paul Jaeckel,de GER,DF,Union Berlin,25-181,1998,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kristijan Jakić,hr CRO,"MF,FW",Eint Frankfurt,26-250,1997,2.2,0,1,0,0.0,0.45,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Tony Jantschke,de GER,"DF,MF",M'Gladbach,33-287,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,26-132,1997,8.4,1,7,3,42.9,0.84,0.36,0.14,0.33,19.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5
Moritz Jenz,de GER,DF,Wolfsburg,24-264,1999,9.5,0,1,0,0.0,0.11,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Anthony Jung,de GER,"DF,FW",Werder Bremen,32-077,1991,14.4,0,1,0,0.0,0.07,0.00,0.00,,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Josip Juranović,hr CRO,DF,Union Berlin,28-156,1995,7.6,0,7,2,28.6,0.92,0.26,0.00,0.00,19.5,1,0,0,0.4,0.4,0.06,-0.4,-0.4
Julian Justvan,de GER,"FW,MF",Hoffenheim,25-292,1998,0.5,0,1,0,0.0,1.84,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Ozan Kabak,tr TUR,DF,Hoffenheim,23-300,2000,11.7,2,10,3,30.0,0.86,0.26,0.20,0.67,10.5,0,0,0,1.1,1.1,0.11,+0.9,+0.9
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,31-269,1992,12.0,1,9,3,33.3,0.75,0.25,0.11,0.33,10.2,0,0,0,1.6,1.6,0.18,-0.6,-0.6
Florian Kainz,at AUT,"MF,FW",Köln,31-087,1992,13.0,3,12,1,8.3,0.92,0.08,0.00,0.00,28.0,2,3,3,2.8,0.5,0.04,+0.2,-0.5
Sasa Kalajdzic,at AUT,FW,Eint Frankfurt,26-196,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21-228,2002,2.6,0,6,2,33.3,2.30,0.77,0.00,0.00,14.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kevin Kampl,si SVN,MF,RB Leipzig,33-102,1990,10.5,1,3,1,33.3,0.29,0.10,0.33,1.00,21.1,0,0,0,0.1,0.1,0.03,+0.9,+0.9
Harry Kane,eng ENG,FW,Bayern Munich,30-175,1993,15.6,22,68,34,50.0,4.35,2.17,0.28,0.56,15.2,2,3,3,15.9,13.5,0.20,+6.1,+5.5
Atakan Karazor,de GER,MF,Stuttgart,27-098,1996,16.1,0,13,1,7.7,0.81,0.06,0.00,0.00,21.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Emir Karic,at AUT,DF,Darmstadt 98,26-224,1997,8.3,0,7,1,14.3,0.84,0.12,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Silas Katompa,cd COD,"FW,MF",Stuttgart,25-105,1998,8.1,3,18,5,27.8,2.23,0.62,0.17,0.60,13.5,0,0,1,5.0,4.2,0.23,-2.0,-1.2
Mikkel Kaufmann,dk DEN,"FW,DF",Union Berlin,23-016,2001,1.9,1,4,1,25.0,2.14,0.54,0.25,1.00,14.1,0,0,0,0.3,0.3,0.08,+0.7,+0.7
Naby Keïta,gn GUI,MF,Werder Bremen,28-343,1995,0.9,0,2,0,0.0,2.22,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Yannik Keitel,de GER,MF,Freiburg,23-338,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas Keller,de GER,"MF,FW",Heidenheim,24-167,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aljoscha Kemlein,de GER,MF,Union Berlin,19-170,2004,0.3,0,1,0,0.0,3.10,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Tobias Kempe,de GER,MF,Darmstadt 98,34-206,1989,9.1,3,12,0,0.0,1.31,0.00,0.00,,24.7,3,3,3,3.2,0.8,0.07,-0.2,-0.8
Rani Khedira,de GER,MF,Union Berlin,29-357,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Kilian,de GER,DF,Köln,24-140,1999,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joshua Kimmich,de GER,MF,Bayern Munich,28-345,1995,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,26.4,1,0,0,0.5,0.5,0.03,+0.5,+0.5
Christoph Klarer,at AUT,DF,Darmstadt 98,23-219,2000,14.0,0,3,0,0.0,0.21,0.00,0.00,,8.6,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Tim Kleindienst,de GER,FW,Heidenheim,28-141,1995,16.5,6,40,16,40.0,2.42,0.97,0.10,0.25,14.1,0,2,2,8.5,7.0,0.17,-2.5,-3.0
Lukas Klostermann,de GER,DF,RB Leipzig,27-230,1996,9.7,1,3,2,66.7,0.31,0.21,0.33,0.50,10.4,0,0,0,0.7,0.7,0.23,+0.3,+0.3
Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,22-009,2002,9.9,4,16,6,37.5,1.62,0.61,0.25,0.67,13.8,0,0,0,3.0,3.0,0.19,+1.0,+1.0
Robin Knoche,de GER,DF,Union Berlin,31-242,1992,12.6,0,3,2,66.7,0.24,0.16,0.00,0.00,17.0,0,0,1,1.0,0.2,0.06,-1.0,-0.2
Gregor Kobel,ch SUI,GK,Dortmund,26-044,1997,16.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robin Koch,de GER,DF,Eint Frankfurt,27-186,1996,14.7,1,4,1,25.0,0.27,0.07,0.25,1.00,12.9,0,0,0,1.0,1.0,0.25,0.0,0.0
Dominik Kohr,de GER,"MF,DF",Mainz 05,29-353,1994,12.4,0,14,3,21.4,1.13,0.24,0.00,0.00,15.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,25-045,1998,1.7,1,5,1,20.0,2.94,0.59,0.20,1.00,8.0,0,0,0,1.3,1.3,0.26,-0.3,-0.3
Kouadio Koné,fr FRA,MF,M'Gladbach,22-247,2001,7.8,1,9,2,22.2,1.16,0.26,0.11,0.50,21.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Odilon Kossonou,ci CIV,DF,Leverkusen,23-015,2001,13.4,1,4,1,25.0,0.30,0.07,0.25,1.00,12.1,0,0,0,0.6,0.6,0.15,+0.4,+0.4
Dawid Kownacki,pl POL,FW,Werder Bremen,26-311,1997,2.6,0,9,2,22.2,3.48,0.77,0.00,0.00,12.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Alex Král,cz CZE,MF,Union Berlin,25-245,1998,9.5,0,9,3,33.3,0.95,0.32,0.00,0.00,19.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32-214,1991,11.1,6,27,8,29.6,2.43,0.72,0.07,0.25,21.2,6,4,4,5.4,2.3,0.08,+0.6,-0.3
Christoph Kramer,de GER,MF,M'Gladbach,32-334,1991,2.0,0,1,0,0.0,0.49,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Frans Krätzig,de GER,DF,Bayern Munich,21-005,2003,0.6,0,2,2,100.0,3.21,3.21,0.00,0.00,19.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Tom Krauß,de GER,MF,Mainz 05,22-211,2001,9.7,1,10,1,10.0,1.03,0.10,0.10,1.00,22.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Lukas Kübler,de GER,DF,Freiburg,31-142,1992,9.5,0,4,2,50.0,0.42,0.21,0.00,0.00,20.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Moritz-Broni Kwarteng,gh GHA,"FW,MF",Bochum,25-266,1998,1.8,0,6,1,16.7,3.29,0.55,0.00,0.00,19.7,1,0,0,0.5,0.5,0.08,-0.5,-0.5
Maxence Lacroix,fr FRA,DF,Wolfsburg,23-288,2000,13.2,1,5,4,80.0,0.38,0.30,0.20,0.25,10.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6
Aïssa Laïdouni,tn TUN,MF,Union Berlin,27-037,1996,8.0,0,9,4,44.4,1.12,0.50,0.00,0.00,23.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Konrad Laimer,at AUT,"DF,MF",Bayern Munich,26-237,1997,12.1,0,9,3,33.3,0.74,0.25,0.00,0.00,14.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Hugo Larsson,se SWE,MF,Eint Frankfurt,19-206,2004,13.8,2,9,4,44.4,0.65,0.29,0.22,0.50,20.4,0,0,0,1.2,1.2,0.14,+0.8,+0.8
Diogo Leite,pt POR,DF,Union Berlin,24-361,1999,15.6,0,7,3,42.9,0.45,0.19,0.00,0.00,9.8,0,0,0,0.7,0.7,0.10,-0.7,-0.7
Maxim Leitsch,de GER,DF,Mainz 05,25-246,1998,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Lenz,de GER,"DF,MF",RB Leipzig,29-119,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Lenz,de GER,DF,Eint Frankfurt,29-119,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jamie Leweling,de GER,"MF,FW",Stuttgart,22-327,2001,6.6,0,16,7,43.8,2.43,1.06,0.00,0.00,16.7,0,0,0,2.2,2.2,0.14,-2.2,-2.2
Philipp Lienhart,at AUT,DF,Freiburg,27-192,1996,13.7,1,7,3,42.9,0.51,0.22,0.14,0.33,9.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1
Matthijs de Ligt,nl NED,DF,Bayern Munich,24-160,1999,4.1,1,8,4,50.0,1.95,0.98,0.13,0.25,10.7,0,0,0,1.2,1.2,0.15,-0.2,-0.2
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23-324,2000,0.9,0,1,0,0.0,1.08,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.19,-0.2,-0.2
Dejan Ljubicic,at AUT,"MF,FW",Köln,26-103,1997,12.3,0,20,5,25.0,1.62,0.41,0.00,0.00,22.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8
Noah Loosli,ch SUI,"DF,MF",Bochum,26-361,1997,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Anthony Losilla,fr FRA,MF,Bochum,37-315,1986,14.5,1,9,1,11.1,0.62,0.07,0.11,1.00,18.0,0,0,0,0.9,0.9,0.10,+0.1,+0.1
Castello Lukeba,fr FRA,DF,RB Leipzig,21-033,2002,11.0,1,4,2,50.0,0.36,0.18,0.25,0.50,11.2,0,0,0,0.5,0.5,0.11,+0.5,+0.5
Senne Lynen,be BEL,MF,Werder Bremen,24-334,1999,5.0,0,3,1,33.3,0.60,0.20,0.00,0.00,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Ian Maatsen,nl NED,DF,Dortmund,21-315,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matej Maglica,hr CRO,DF,Darmstadt 98,25-116,1998,9.2,1,6,1,16.7,0.65,0.11,0.17,1.00,21.9,1,0,0,0.4,0.4,0.06,+0.6,+0.6
Arne Maier,de GER,"MF,DF",Augsburg,25-011,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Linton Maina,de GER,"FW,MF",Köln,24-210,1999,11.8,1,18,7,38.9,1.53,0.59,0.06,0.14,20.7,0,0,0,0.9,0.9,0.05,+0.1,+0.1
Patrick Mainka,de GER,DF,Heidenheim,29-074,1994,17.0,2,17,4,23.5,1.00,0.24,0.12,0.50,9.2,0,0,0,1.8,1.8,0.10,+0.2,+0.2
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,26-002,1998,13.5,2,20,5,25.0,1.49,0.37,0.05,0.20,22.9,2,1,1,2.4,1.7,0.08,-0.4,-0.7
Jordy Makengo,fr FRA,DF,Freiburg,22-169,2001,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Donyell Malen,nl NED,"FW,MF",Dortmund,25-010,1999,11.6,5,43,22,51.2,3.71,1.90,0.12,0.23,17.6,2,0,0,5.0,5.0,0.12,0.0,0.0
Lennard Maloney,us USA,MF,Heidenheim,24-103,1999,15.8,0,10,2,20.0,0.63,0.13,0.00,0.00,17.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
David Mamutovic,de GER,DF,Mainz 05,23-045,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Braydon Manu,gh GHA,MF,Darmstadt 98,26-297,1997,0.9,0,4,1,25.0,4.44,1.11,0.00,0.00,12.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,24-346,1999,12.0,7,35,13,37.1,2.91,1.08,0.17,0.46,17.7,2,1,1,5.3,4.5,0.13,+1.7,+1.5
Eric Martel,de GER,MF,Köln,21-265,2002,13.4,0,11,4,36.4,0.82,0.30,0.00,0.00,19.1,0,0,0,1.4,1.4,0.14,-1.4,-1.4
Erhan Mašović,rs SRB,DF,Bochum,25-058,1998,13.4,0,11,2,18.2,0.82,0.15,0.00,0.00,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Roberto Massimo,de GER,"DF,FW",Stuttgart,23-099,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Philipp Max,de GER,"DF,MF",Eint Frankfurt,30-111,1993,9.3,0,4,0,0.0,0.43,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34-302,1989,3.7,2,18,9,50.0,4.85,2.43,0.11,0.22,10.6,0,0,0,3.9,3.9,0.22,-1.9,-1.9
Noussair Mazraoui,ma MAR,DF,Bayern Munich,26-066,1997,9.1,0,9,1,11.1,0.99,0.11,0.00,0.00,17.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Kevin Mbabu,ch SUI,DF,Augsburg,28-275,1995,8.9,0,2,0,0.0,0.22,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Noah Mbamba,be BEL,MF,Leverkusen,19-014,2005,0.2,0,1,0,0.0,6.00,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Nathanael Mbuku,fr FRA,FW,Augsburg,21-309,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Marvin Mehlem,de GER,MF,Darmstadt 98,26-130,1997,10.8,3,18,8,44.4,1.67,0.74,0.17,0.38,16.7,0,0,0,3.6,3.6,0.20,-0.6,-0.6
Thomas Meunier,be BEL,DF,Dortmund,32-129,1991,3.9,0,5,1,20.0,1.29,0.26,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Alexander Meyer,de GER,GK,Dortmund,32-281,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sven Michel,de GER,"FW,MF",Augsburg,33-188,1990,4.9,1,7,4,57.1,1.42,0.81,0.00,0.00,22.6,0,1,1,1.0,0.2,0.04,0.0,-0.2
Enzo Millot,fr FRA,"MF,FW",Stuttgart,21-186,2002,12.4,2,13,9,69.2,1.05,0.72,0.15,0.22,19.0,0,0,0,1.3,1.3,0.10,+0.7,+0.7
Jovan Milošević,rs SRB,FW,Stuttgart,18-172,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kim Min-jae,kr KOR,DF,Bayern Munich,27-065,1996,14.6,1,6,2,33.3,0.41,0.14,0.17,0.50,9.7,0,0,0,0.6,0.6,0.10,+0.4,+0.4
Maximilian Mittelstädt,de GER,DF,Stuttgart,26-307,1997,8.3,0,8,2,25.0,0.96,0.24,0.00,0.00,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Youssoufa Moukoko,de GER,FW,Dortmund,19-060,2004,1.8,2,5,3,60.0,2.81,1.69,0.40,0.67,13.6,0,0,0,1.0,1.0,0.19,+1.0,+1.0
Andreas Müller,de GER,MF,Darmstadt 98,23-183,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jannik Müller,de GER,DF,Darmstadt 98,30-001,1994,6.7,0,2,0,0.0,0.30,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Kevin Müller,de GER,GK,Heidenheim,32-310,1991,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcus Müller,de GER,MF,Mainz 05,21-152,2002,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Thomas Müller,de GER,"MF,FW",Bayern Munich,34-128,1989,6.4,1,14,5,35.7,2.20,0.79,0.07,0.20,12.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2
Jamal Musiala,de GER,"MF,FW",Bayern Munich,20-327,2003,8.2,5,18,8,44.4,2.20,0.98,0.28,0.63,18.2,0,0,0,3.3,3.3,0.18,+1.7,+1.7
Phillipp Mwene,at AUT,"DF,FW",Mainz 05,29-355,1994,9.3,0,7,4,57.1,0.75,0.43,0.00,0.00,19.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Joakim Mæhle,dk DEN,DF,Wolfsburg,26-244,1997,15.0,1,13,4,30.8,0.87,0.27,0.08,0.25,18.7,0,0,0,0.9,0.9,0.07,+0.1,+0.1
Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,23-311,2000,7.6,2,12,6,50.0,1.58,0.79,0.17,0.33,16.4,0,0,0,1.6,1.6,0.13,+0.4,+0.4
Stanley N'Soki,fr FRA,DF,Hoffenheim,24-285,1999,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Netz,de GER,DF,M'Gladbach,20-249,2003,13.5,0,10,3,30.0,0.74,0.22,0.00,0.00,15.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Manuel Neuer,de GER,GK,Bayern Munich,37-298,1986,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Florian Neuhaus,de GER,MF,M'Gladbach,26-309,1997,6.7,3,18,7,38.9,2.67,1.04,0.17,0.43,22.8,1,0,0,1.7,1.7,0.10,+1.3,+1.3
Jessic Ngankam,de GER,FW,Eint Frankfurt,23-183,2000,3.1,0,7,4,57.1,2.27,1.29,0.00,0.00,16.5,0,0,1,1.5,0.7,0.10,-1.5,-0.7
Moritz Nicolas,de GER,GK,M'Gladbach,26-090,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Justin Njinmah,de GER,"FW,MF",Werder Bremen,23-065,2000,4.8,3,19,9,47.4,3.95,1.87,0.16,0.33,15.7,0,0,0,2.6,2.6,0.13,+0.4,+0.4
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,23-079,2000,5.6,1,8,2,25.0,1.42,0.36,0.13,0.50,21.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7
Felix Nmecha,de GER,MF,Dortmund,23-101,2000,6.7,0,15,0,0.0,2.23,0.00,0.00,,18.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0
Alexander Nübel,de GER,GK,Stuttgart,27-111,1996,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fabian Nürnberger,de GER,"DF,MF",Darmstadt 98,24-175,1999,10.6,1,11,4,36.4,1.04,0.38,0.09,0.25,21.6,1,0,0,0.5,0.5,0.05,+0.5,+0.5
Tim Oermann,de GER,"DF,MF",Bochum,20-105,2003,1.2,0,1,0,0.0,0.83,0.00,0.00,,35.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Masaya Okugawa,jp JPN,"FW,DF",Augsburg,27-280,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Finn Ole Becker,de GER,MF,Hoffenheim,23-225,2000,3.9,0,6,1,16.7,1.56,0.26,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Mathias Olesen,lu LUX,"MF,FW",Köln,22-304,2001,1.2,0,1,0,0.0,0.80,0.00,0.00,,30.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Dani Olmo,es ESP,"MF,FW",RB Leipzig,25-257,1998,3.4,2,9,3,33.3,2.66,0.89,0.22,0.67,20.2,2,0,0,0.7,0.7,0.08,+1.3,+1.3
Jonas Omlin,ch SUI,GK,M'Gladbach,30-009,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31-308,1992,9.9,0,19,3,15.8,1.93,0.30,0.00,0.00,14.9,0,0,0,1.0,1.0,0.05,-1.0,-1.0
Loïs Openda,be BEL,FW,RB Leipzig,23-337,2000,14.9,11,72,32,44.4,4.82,2.14,0.13,0.28,14.7,1,2,2,12.0,10.4,0.15,-1.0,-1.4
Leon Opitz,de GER,"FW,DF",Werder Bremen,18-283,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Willi Orban,hu HUN,DF,RB Leipzig,31-077,1992,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Ivan Ordets,ua UKR,DF,Bochum,31-195,1992,8.4,0,8,3,37.5,0.96,0.36,0.00,0.00,11.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Patrick Osterhage,de GER,"MF,DF",Bochum,23-352,2000,9.6,2,13,3,23.1,1.36,0.31,0.15,0.67,19.4,0,0,0,0.7,0.7,0.05,+1.3,+1.3
Salih Özcan,tr TUR,MF,Dortmund,26-008,1998,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Willian Pacho,ec ECU,DF,Eint Frankfurt,22-095,2001,17.0,0,7,2,28.6,0.41,0.12,0.00,0.00,13.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Gonçalo Paciência,pt POR,FW,Bochum,29-171,1994,5.3,3,25,8,32.0,4.70,1.50,0.12,0.38,17.8,1,0,0,2.0,2.0,0.08,+1.0,+1.0
Exequiel Palacios,ar ARG,MF,Leverkusen,25-106,1998,14.4,3,12,3,25.0,0.83,0.21,0.17,0.67,23.6,0,1,1,1.8,1.0,0.08,+1.2,+1.0
Miloš Pantović,rs SRB,MF,Union Berlin,27-196,1996,0.2,1,1,1,100.0,6.00,6.00,1.00,1.00,13.2,0,0,0,0.8,0.8,0.76,+0.2,+0.2
Antonios Papadopoulos,de GER,DF,Dortmund,24-131,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
