Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,33.3,20,0.60,18,0,0,2,0,0,1,0.03,0,0,0,1,0,0
Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,16.1,3,0.19,2,1,0,0,0,0,1,0.06,0,1,0,0,0,0
Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22,2000,1.0,1,1.00,0,0,0,1,0,0,1,1.00,0,0,0,1,0,0
Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,36.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,10.1,12,1.19,11,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,9.3,4,0.43,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,21.6,79,3.65,58,0,8,8,5,0,8,0.37,5,0,0,2,1,0
Jaime Báez,uy URU,DF,Cremonese,it Serie A,27,1995,1.1,5,4.69,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24,1997,21.9,62,2.84,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0
Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28,1994,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29,1993,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,21,2000,0.6,2,3.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,17,2004,5.8,13,2.22,8,1,2,0,2,0,1,0.17,0,0,1,0,0,0
Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,23,1999,10.4,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0
Nedim Bajrami,al ALB,"FW,MF",Sassuolo,it Serie A,23,1999,9.1,34,3.74,21,6,4,2,0,1,2,0.22,1,0,0,1,0,0
Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31,1991,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0
Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27,1994,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22,2000,18.4,37,2.01,30,4,0,0,2,1,4,0.22,3,0,0,0,0,1
Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,28.7,64,2.23,50,2,4,4,4,0,7,0.24,5,0,1,1,0,0
Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,19.7,60,3.04,38,2,7,5,8,0,4,0.20,4,0,0,0,0,0
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,27.5,66,2.40,50,0,8,2,5,1,8,0.29,8,0,0,0,0,0
Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,23.9,45,1.88,35,2,3,1,4,0,4,0.17,2,0,1,0,1,0
Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,18,2004,5.3,11,2.07,7,0,1,1,2,0,2,0.38,0,0,0,0,2,0
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,29.3,13,0.44,9,0,1,3,0,0,2,0.07,1,0,0,1,0,0
Dominic Ballard,eng ENG,"FW,MF",Southampton,eng Premier League,17,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,35.9,66,1.84,51,11,0,1,3,0,0,0.00,0,0,0,0,0,0
Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,5.8,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0
Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,33.3,80,2.40,50,1,11,11,6,1,10,0.30,4,0,2,2,2,0
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32,1990,15.2,8,0.53,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,30.9,106,3.43,89,2,5,8,2,0,14,0.45,11,0,0,3,0,0
Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28,1993,16.8,27,1.60,17,0,1,5,3,1,6,0.36,4,0,1,1,0,0
Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,18.2,42,2.31,20,2,13,3,4,0,3,0.17,3,0,0,0,0,0
Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27,1995,25.1,61,2.42,51,2,0,2,3,3,2,0.08,2,0,0,0,0,0
Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,19.2,53,2.77,37,0,4,8,2,2,3,0.16,2,0,0,1,0,0
Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24,1998,6.9,18,2.63,11,1,2,2,2,0,4,0.58,3,0,0,0,1,0
Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,27,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,27,1994,20.0,44,2.20,35,0,4,2,3,0,1,0.05,1,0,0,0,0,0
Andrea Barberis,it ITA,MF,Monza,it Serie A,28,1993,3.8,10,2.67,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0
Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,19,2002,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,16.0,39,2.44,32,0,4,2,0,1,10,0.63,10,0,0,0,0,0
Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,27.3,30,1.10,27,2,1,0,0,0,0,0.00,0,0,0,0,0,0
Francesco Bardi,it ITA,GK,Bologna,it Serie A,30,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,5.6,11,1.96,7,1,0,2,0,1,2,0.36,1,0,0,0,0,1
Nicolò Barella,it ITA,MF,Inter,it Serie A,25,1997,29.0,121,4.17,103,4,5,2,6,1,13,0.45,11,0,2,0,0,0
Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,25,1997,14.6,49,3.36,36,7,5,0,0,1,8,0.55,7,1,0,0,0,0
Ross Barkley,eng ENG,"MF,FW",Nice,fr Ligue 1,28,1993,10.7,51,4.92,30,13,6,2,0,0,5,0.48,2,1,2,0,0,0
Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24,1998,6.5,18,2.76,13,1,1,2,1,0,1,0.15,1,0,0,0,0,0
Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,24,1997,30.1,63,2.09,43,0,3,9,7,1,14,0.46,8,0,1,2,2,1
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22,2000,23.8,47,1.98,32,0,3,4,4,4,9,0.38,6,0,1,1,1,0
Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21,2001,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,es La Liga,20,2001,9.8,28,2.87,22,0,2,2,2,0,2,0.21,1,0,1,0,0,0
Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,14.7,30,2.04,22,7,0,0,0,1,1,0.07,1,0,0,0,0,0
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19,2003,8.0,20,2.48,17,0,0,2,1,0,2,0.25,1,0,0,1,0,0
Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,23,1998,21.8,71,3.26,44,15,4,5,3,0,10,0.46,7,2,0,1,0,0
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37.0,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0
Toma Bašić,hr CRO,MF,Lazio,it Serie A,25,1996,5.7,13,2.28,7,0,1,0,5,0,0,0.00,0,0,0,0,0,0
Alberto Basso,it ITA,MF,Cremonese,it Serie A,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,25,1996,4.4,12,2.72,9,0,1,0,1,1,1,0.23,1,0,0,0,0,0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,24.0,52,2.17,43,4,1,2,2,0,5,0.21,3,1,0,0,1,0
Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,25,1996,13.2,30,2.27,19,8,0,2,0,1,3,0.23,3,0,0,0,0,0
Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31,1991,7.6,4,0.53,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22,2000,20.5,15,0.73,5,2,0,4,3,1,1,0.05,0,1,0,0,0,0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32,1990,34.0,4,0.12,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,6.2,8,1.28,7,0,0,1,0,0,1,0.16,1,0,0,0,0,0
Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,34,1988,6.2,8,1.30,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,22,1999,28.5,89,3.12,60,0,11,5,12,1,12,0.42,5,0,2,1,4,0
Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26,1996,22.3,43,1.93,29,1,4,1,4,4,2,0.09,1,0,0,0,0,1
Brian Bayeye,fr FRA,DF,Torino,it Serie A,22,2000,0.7,3,4.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,25,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20,2002,32.0,7,0.22,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32,1990,0.7,4,6.00,0,2,0,1,1,0,0,0.00,0,0,0,0,0,0
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,28,1994,15.7,45,2.86,30,0,9,1,5,0,5,0.32,2,0,2,0,1,0
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26,1996,27.6,29,1.05,20,4,0,1,2,2,1,0.04,1,0,0,0,0,0
Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,eng Premier League,23,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julius Beck,dk DEN,MF,Spezia,it Serie A,17,2005,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,27,1995,28.4,90,3.17,74,0,6,4,6,0,13,0.46,12,0,0,1,0,0
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26,1996,18.6,7,0.38,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26,1996,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25,1997,1.9,6,3.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Asmir Begović,ba BIH,GK,Everton,eng Premier League,35,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,21,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,31,1991,17.1,49,2.87,39,0,4,0,5,1,8,0.47,5,0,2,0,1,0
Alexis Beka Beka,fr FRA,"MF,DF",Nice,fr Ligue 1,21,2001,6.1,9,1.49,5,1,0,0,3,0,0,0.00,0,0,0,0,0,0
Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,fr Ligue 1,29,1993,8.3,10,1.21,7,0,1,1,1,0,3,0.36,1,0,1,0,1,0
Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18,2004,2.0,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,fr Ligue 1,30,1992,12.8,47,3.68,24,9,4,4,6,0,10,0.78,5,0,2,1,2,0
Youcef Belaïli,dz ALG,"FW,MF",Brest,fr Ligue 1,30,1992,4.0,15,3.79,8,6,0,0,1,0,2,0.51,0,2,0,0,0,0
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,28,1994,29.5,39,1.32,33,0,0,0,4,2,2,0.07,1,0,0,0,1,0
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,30,1991,26.6,17,0.64,16,0,0,1,0,0,3,0.11,2,0,0,1,0,0
Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,20,2001,20.9,14,0.67,7,0,1,3,2,1,2,0.10,1,0,0,1,0,0
Raoul Bellanova,it ITA,DF,Inter,it Serie A,22,2000,5.5,7,1.27,3,2,0,1,1,0,0,0.00,0,0,0,0,0,0
Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,32,1990,0.9,4,4.24,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,24,1998,26.9,102,3.79,65,22,4,1,10,0,13,0.48,8,1,0,1,3,0
Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27,1995,1.6,5,3.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19,2003,29.9,125,4.18,89,0,16,8,10,2,17,0.57,12,0,3,0,2,0
Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,17,2005,5.6,3,0.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrea Belotti,it ITA,FW,Roma,it Serie A,28,1993,12.7,27,2.12,22,0,0,3,2,0,3,0.24,3,0,0,0,0,0
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,23,1999,31.7,66,2.08,53,10,0,1,0,2,4,0.13,2,1,0,0,0,1
Eliesse Ben Seghir,fr FRA,"FW,MF",Monaco,fr Ligue 1,17,2005,11.7,29,2.48,23,0,2,1,3,0,2,0.17,2,0,0,0,0,0
Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,31,1990,23.5,56,2.38,36,1,5,7,5,2,13,0.55,8,0,0,3,1,1
Marco Benassi,it ITA,DF,Fiorentina,it Serie A,27,1994,1.0,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marco Benassi,it ITA,MF,Cremonese,it Serie A,27,1994,11.1,19,1.72,9,6,1,2,0,1,1,0.09,1,0,0,0,0,0
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,19,2002,2.0,5,2.56,4,0,0,0,0,1,1,0.51,1,0,0,0,0,0
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,24,1997,22.3,87,3.90,59,18,1,3,4,2,4,0.18,1,1,0,1,0,1
Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,26,1995,23.0,92,4.00,68,2,11,8,3,0,5,0.22,4,0,1,0,0,0
Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27,1995,27.6,37,1.34,25,3,3,5,1,0,5,0.18,3,0,0,1,1,0
Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,27,1994,27.7,72,2.61,42,18,6,1,3,2,8,0.29,6,2,0,0,0,0
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.30,2,0,0,1,0,2
Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,29,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,34,1987,22.6,102,4.50,86,1,6,7,2,0,7,0.31,5,0,1,1,0,0
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27,1994,20.7,105,5.07,78,10,5,5,6,1,17,0.82,10,1,1,3,2,0
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,32,1990,26.7,59,2.21,47,6,2,3,1,0,2,0.07,1,0,0,0,1,0
Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27,1995,25.5,98,3.84,48,29,9,5,4,3,4,0.16,2,0,1,1,0,0
Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30,1992,13.3,8,0.60,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Bartosz Bereszyński,pl POL,DF,Napoli,it Serie A,30,1992,1.8,2,1.09,2,0,0,0,0,0,1,0.55,1,0,0,0,0,0
Patrick Berg,no NOR,"MF,FW",Lens,fr Ligue 1,24,1997,0.3,2,7.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mitchell van Bergen,nl NED,"FW,DF",Reims,fr Ligue 1,22,1999,10.1,34,3.38,25,2,2,3,1,1,3,0.30,1,0,0,1,1,0
Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24,1998,18.7,34,1.82,13,13,3,3,1,1,7,0.37,2,3,2,0,0,0
Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33,1989,7.0,11,1.57,10,1,0,0,0,0,1,0.14,1,0,0,0,0,0
Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25,1997,27.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,29,1993,18.3,37,2.02,35,0,2,0,0,0,6,0.33,6,0,0,0,0,0
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,19,2002,9.9,14,1.41,9,4,0,1,0,0,3,0.30,3,0,0,0,0,0
Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,32,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marco Bertini,it ITA,MF,Lazio,it Serie A,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Beto,gw GNB,FW,Udinese,it Serie A,24,1998,23.7,49,2.07,31,0,8,5,5,0,4,0.17,3,0,1,0,0,0
Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,29,1993,23.7,16,0.68,11,4,0,1,0,0,0,0.00,0,0,0,0,0,0
Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,19,2002,1.7,4,2.35,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,32,1990,2.9,1,0.34,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Pedro Bigas,es ESP,DF,Elche,es La Liga,31,1990,22.4,14,0.62,9,0,1,2,1,1,3,0.13,1,0,0,1,1,0
Jaka Bijol,si SVN,DF,Udinese,it Serie A,23,1999,30.3,21,0.69,17,0,0,4,0,0,3,0.10,3,0,0,0,0,0
El Bilal Touré,ml MLI,FW,Almería,es La Liga,20,2001,14.0,36,2.56,26,1,2,4,3,0,4,0.28,3,0,1,0,0,0
El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,20,2001,1.0,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Philip Billing,dk DEN,"MF,FW",Bournemouth,eng Premier League,26,1996,30.7,54,1.76,41,2,5,5,1,0,6,0.20,4,0,0,2,0,0
Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,28,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,29,1992,28.3,132,4.66,59,68,1,3,0,1,6,0.21,3,3,0,0,0,0
Samuele Birindelli,it ITA,DF,Monza,it Serie A,23,1999,15.6,35,2.25,30,0,2,2,1,0,4,0.26,4,0,0,0,0,0
Veljko Birmančević,rs SRB,"FW,MF",Toulouse,fr Ligue 1,24,1998,4.9,15,3.02,8,0,0,3,4,0,2,0.40,1,0,0,0,1,0
Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,17,2005,3.5,7,2.00,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,25,1996,11.2,29,2.58,24,0,1,1,1,2,1,0.09,1,0,0,0,0,0
Kristijan Bistrović,hr CRO,MF,Lecce,it Serie A,24,1998,5.1,10,1.95,3,7,0,0,0,0,0,0.00,0,0,0,0,0,0
Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,de Bundesliga,28,1993,18.1,40,2.21,25,1,2,1,8,3,3,0.17,2,0,0,0,1,0
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,31,1991,37.0,5,0.14,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Lautaro Blanco,ar ARG,"DF,MF",Elche,es La Liga,23,1999,9.7,23,2.37,17,2,3,0,0,1,2,0.21,2,0,0,0,0,0
Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27,1995,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ludovic Blas,fr FRA,"MF,FW",Nantes,fr Ligue 1,24,1997,31.3,122,3.90,75,19,16,9,3,0,9,0.29,3,3,2,1,0,0
Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31,1991,26.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29,1993,22.0,5,0.23,5,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,21,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexis Blin,fr FRA,MF,Lecce,it Serie A,25,1996,26.4,42,1.59,34,2,0,4,2,0,1,0.04,1,0,0,0,0,0
Daley Blind,nl NED,"DF,MF",Bayern Munich,de Bundesliga,32,1990,1.5,4,2.69,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,21,2001,3.3,7,2.14,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,33,1988,4.8,2,0.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,35,1987,5.2,9,1.73,8,1,0,0,0,0,1,0.19,1,0,0,0,0,0
Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,26,1995,0.2,2,10.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Paul Boëtius,nl NED,MF,Hertha BSC,de Bundesliga,28,1994,11.7,24,2.06,18,1,1,1,2,1,0,0.00,0,0,0,0,0,0
Jeremie Boga,ci CIV,"MF,FW",Atalanta,it Serie A,25,1997,8.7,57,6.59,33,13,7,1,2,1,8,0.92,7,0,0,0,0,1
Emil Bohinen,no NOR,MF,Salernitana,it Serie A,23,1999,9.2,17,1.85,15,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Quentin Boisgard,fr FRA,MF,Lorient,fr Ligue 1,25,1997,2.0,9,4.38,9,0,0,0,0,0,1,0.49,1,0,0,0,0,0
Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,31,1991,7.6,5,0.66,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,32,1989,21.2,78,3.68,51,6,5,7,8,1,8,0.38,6,0,1,0,1,0
Federico Bonazzoli,it ITA,"FW,MF",Salernitana,it Serie A,25,1997,12.4,26,2.09,20,0,1,3,2,0,3,0.24,3,0,0,0,0,0
Warren Bondo,fr FRA,MF,Monza,it Serie A,18,2003,0.7,3,4.50,1,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Theo Bongonda,cd COD,"MF,FW",Cádiz,es La Liga,26,1995,21.5,45,2.09,27,3,4,4,6,1,5,0.23,3,0,1,1,0,0
Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26,1996,10.0,9,0.90,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,35,1987,9.8,9,0.92,7,0,0,1,0,1,1,0.10,0,0,0,1,0,0
Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,25,1996,31.5,77,2.45,67,2,3,2,3,0,9,0.29,6,0,0,1,2,0
Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,de Bundesliga,18,2004,0.3,2,6.43,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,23,1999,21.4,7,0.33,7,0,0,0,0,0,2,0.09,2,0,0,0,0,0
Rafael Borré,co COL,"MF,FW",Eint Frankfurt,de Bundesliga,26,1995,12.0,32,2.68,24,1,3,2,0,2,3,0.25,2,0,1,0,0,0
Erik Botheim,no NOR,"MF,FW",Salernitana,it Serie A,22,2000,9.6,17,1.77,12,0,0,2,1,2,4,0.42,4,0,0,0,0,0
Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,22,2000,34.7,24,0.69,18,1,0,5,0,0,1,0.03,0,0,0,1,0,0
Kenji-Van Boto,mg MAD,DF,Auxerre,fr Ligue 1,26,1996,2.0,2,1.00,0,1,0,1,0,0,1,0.50,0,0,0,1,0,0
Kouamé Botué,bf BFA,"FW,MF",Ajaccio,fr Ligue 1,19,2002,2.5,8,3.16,4,0,0,1,3,0,1,0.39,0,0,0,1,0,0
Badredine Bouanani,dz ALG,"FW,MF",Nice,fr Ligue 1,17,2004,9.6,45,4.70,28,3,8,3,2,1,7,0.73,5,0,0,2,0,0
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,22,1999,20.8,54,2.59,46,0,4,1,1,2,4,0.19,4,0,0,0,0,0
